Feature,Importance
Feature 782,79033.4037038763
Feature 315,79000.36364495859
Feature 3374,78997.4837241431
Feature 1430,78973.10794978621
Feature 42,78959.59608786064
Feature 3075,78774.89409659311
Feature 2647,78770.15876084394
Feature 653,78617.05304045709
Feature 1275,78587.43591201215
Feature 2576,78567.16223947023
Feature 4837,78497.46864561741
Feature 2177,78381.50066332886
Feature 3560,78325.1937513388
Feature 2887,78196.50306812933
Feature 4596,77832.12256116027
Feature 39,77830.62502873271
Feature 4470,77734.41372321546
Feature 1746,77713.89626119196
Feature 526,77659.17201412872
Feature 1769,77564.42488576952
Feature 252,77484.65265465804
Feature 939,77469.72414502234
Feature 439,77466.55716698071
Feature 1543,77407.89087799849
Feature 530,77370.71457106003
Feature 5044,77318.95275612199
Feature 2536,76887.33862696475
Feature 970,76846.20233571823
Feature 385,76814.54240798848
Feature 929,76744.63468868121
Feature 2382,76544.09710769492
Feature 268,76526.88408860764
Feature 1351,76465.37190972023
Feature 75,76450.08900839172
Feature 3313,76217.69282906158
Feature 2836,76211.86278730968
Feature 4390,76108.2124232969
Feature 1865,76052.83081584019
Feature 460,76016.35890091085
Feature 1849,75966.22759609115
Feature 660,75935.54238204559
Feature 3266,75894.61451523556
Feature 2846,75809.94687226648
Feature 4409,75660.4451620706
Feature 4064,75657.07532899929
Feature 3462,75655.9522806522
Feature 2124,75584.8928062089
Feature 1939,75539.96269735764
Feature 2544,75531.4781330596
Feature 1359,75261.40685144748
Feature 4184,75149.6911699123
Feature 87,75147.29150927218
Feature 3903,75112.78438312521
Feature 860,75081.37722895965
Feature 2051,75075.5539084549
Feature 35,74958.75628106689
Feature 4055,74837.34108484945
Feature 2216,74807.31979797414
Feature 2217,74795.72102105955
Feature 3150,74791.69650535345
Feature 2550,74748.14822821863
Feature 3893,74740.45750355191
Feature 2541,74716.58786467466
Feature 1424,74701.98237364696
Feature 4342,74611.61697072122
Feature 4971,74382.533071863
Feature 3944,74301.39956083028
Feature 4114,74290.21152949016
Feature 2814,74230.49485470356
Feature 4892,74228.42766102003
Feature 4315,74221.7446697765
Feature 2940,74211.309666977
Feature 1208,74175.1502544827
Feature 60,74092.70318034233
Feature 4740,74085.82924608518
Feature 4266,74008.6933622325
Feature 3056,73853.0481585866
Feature 1721,73644.41690169848
Feature 3864,73603.52219129518
Feature 4713,73589.08202526826
Feature 4069,73573.15543162532
Feature 4953,73562.78424526301
Feature 1783,73556.17438366286
Feature 4973,73537.01291493697
Feature 2186,73497.15957322212
Feature 3376,73462.9510130099
Feature 4378,73437.86467027322
Feature 809,73382.18517356257
Feature 4675,73291.24583790959
Feature 1759,73274.84381465695
Feature 230,73206.57039538122
Feature 4641,73188.19975137713
Feature 1125,73162.81107464284
Feature 2274,73111.53681443408
Feature 866,73109.2451665897
Feature 3597,73104.03447519583
Feature 2996,73074.71713382653
Feature 609,72999.0221016433
Feature 4402,72910.7097593851
Feature 4523,72688.17893521817
Feature 3746,72606.40362029277
Feature 1889,72588.33861833485
Feature 2052,72545.25649214353
Feature 2926,72538.51701393671
Feature 4734,72537.28711657906
Feature 708,72456.53000167219
Feature 3472,72424.23044937503
Feature 3880,72420.77198873005
Feature 2314,72362.67674575732
Feature 2096,72322.6413333138
Feature 4281,72285.69706225765
Feature 4709,72203.93750294186
Feature 220,72199.8640221095
Feature 19,72175.84749107531
Feature 3742,72096.84342386895
Feature 4220,72035.07589097798
Feature 2894,71927.68279793681
Feature 3505,71701.29617624349
Feature 201,71543.23626107474
Feature 3292,71536.24446312057
Feature 679,71502.8220707522
Feature 1109,71497.04760724804
Feature 4986,71493.96849452113
Feature 4447,71447.5621095912
Feature 3794,71415.81696366679
Feature 4457,71285.61143987514
Feature 366,71206.1649482878
Feature 1140,71106.60214228395
Feature 2715,71099.8359812171
Feature 1522,70658.25200074764
Feature 4437,70647.89985705225
Feature 247,70548.45188058968
Feature 724,70543.71963418882
Feature 1811,70443.052596391
Feature 2312,70397.30091393169
Feature 4753,70392.25586949619
Feature 4697,70361.86214317854
Feature 3641,70314.27773780545
Feature 2372,70258.57471737273
Feature 4705,70224.04599328642
Feature 3694,70222.47715543576
Feature 4842,70216.62013487924
Feature 2781,70210.73858025718
Feature 3260,70172.9932952995
Feature 261,70168.25576033637
Feature 4306,70142.08094010933
Feature 438,70091.66830246228
Feature 1287,70085.15461073753
Feature 3721,69948.3690907117
Feature 3945,69943.33182917653
Feature 3273,69867.66419741328
Feature 3573,69846.16395691838
Feature 1675,69724.16787920539
Feature 3236,69622.29127417537
Feature 1493,69590.09937338604
Feature 1119,69552.51408264673
Feature 4746,69483.7747595839
